type,prefix,subset_id,subset_name,subset_types,subset_paths,subset_classes,subset_affects,rule_id,name,class,statement,force,following_information,notes,terms
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSO-ICP,Inclusion in Certification Package,,Providers MUST supply the results of FedRAMP independent assessments in their FedRAMP Certification Package without inappropriate modification.,MUST,,"Inappropriate modification in this context means changing the underlying intent/etc. of the content provided by the independent assessment service - the content itself may be modified for presentation, formatting, etc. as needed.
This rule is related to IVV-IAS-VIP (Verify Inclusion in Certification Package).","Certification Package
FedRAMP Independent Assessment
Provider
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSO-DUS,Document Use of Representative Samples,,Providers MUST document and explain the use of representative samples during verification and validation when using representative samples as allowed by IVV-CSO-USR (Use Representative Samples).,MUST,,,"Provider
Validation
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSO-DUS,Document Use of Representative Samples,,Providers MUST document and explain the use of representative samples during verification and validation when using representative samples as allowed by IVV-CSO-USR (Use Representative Samples).,MUST,,,"Provider
Validation
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSO-STE,Supply Technical Explanations,,"Providers SHOULD supply all necessary assessors with technical explanations, demonstrations, and other relevant supporting information about the technical capabilities they employ to address FedRAMP rules; this SHOULD be supplied as necessary to ensure the assessor can effectively complete verification and validation.",SHOULD,,,"All Necessary Assessors
Assessor
Provider
Validation
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSO-STE,Supply Technical Explanations,,"Providers SHOULD supply all necessary assessors with technical explanations, demonstrations, and other relevant supporting information about the technical capabilities they employ to address FedRAMP rules; this SHOULD be supplied as necessary to ensure the assessor can effectively complete verification and validation.",SHOULD,,,"All Necessary Assessors
Assessor
Provider
Validation
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSO-USR,Use Representative Samples,,Providers MAY use representative samples as appropriate during verification and validation.,MAY,,Many modern cloud services using effective automation do not need to use representative sampling and are capable of persistently verifying and validating the majority of their security measures automatically.,"Persistently
Provider
Validation
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSO-USR,Use Representative Samples,,Providers MAY use representative samples as appropriate during verification and validation.,MAY,,Many modern cloud services using effective automation do not need to use representative sampling and are capable of persistently verifying and validating the majority of their security measures automatically.,"Persistently
Provider
Validation
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSO-RAA,Receiving Assessor Advice,,"Providers MAY ask for and accept advice from their assessor during assessment regarding techniques and procedures that will improve their security posture or the effectiveness, clarity, and accuracy of their verification, validation and reporting procedures, UNLESS doing so is likely to compromise the objectivity and integrity of the assessment.",MAY,,,"Assessor
Likely
Provider
Validation
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSO-RAA,Receiving Assessor Advice,,"Providers MAY ask for and accept advice from their assessor during assessment regarding techniques and procedures that will improve their security posture or the effectiveness, clarity, and accuracy of their verification, validation and reporting procedures, UNLESS doing so is likely to compromise the objectivity and integrity of the assessment.",MAY,,,"Assessor
Likely
Provider
Validation
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-VIM,Verify Implementation,,Assessors MUST verify that the measures implemented by the cloud service offering matches the measures they documented to meet FedRAMP Practices.,MUST,,"This requires reviewing the actual measures themselves at a technical level, such as reviewing underlying code as appropriate; don't simply review documentation or screenshots.","Assessor
Cloud Service Offering
FedRAMP Practices
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-VIM,Verify Implementation,,Assessors MUST verify that the measures implemented by the cloud service offering matches the measures they documented to meet FedRAMP Practices.,MUST,,"This requires reviewing the actual measures themselves at a technical level, such as reviewing underlying code as appropriate; don't simply review documentation or screenshots.","Assessor
Cloud Service Offering
FedRAMP Practices
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-VEF,Validate Effectiveness,,Assessors MUST validate the effectiveness of the implemented measures to ensure they have the intended outcome for meeting FedRAMP Practices.,MUST,,"This requires reviewing the actual measures themselves at a technical level, such as reviewing underlying code as appropriate; don't simply review documentation or screenshots.","Assessor
FedRAMP Practices
Validation"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-VEF,Validate Effectiveness,,Assessors MUST validate the effectiveness of the implemented measures to ensure they have the intended outcome for meeting FedRAMP Practices.,MUST,,"This requires reviewing the actual measures themselves at a technical level, such as reviewing underlying code as appropriate; don't simply review documentation or screenshots.","Assessor
FedRAMP Practices
Validation"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-SUM,Assessment Summary,,Assessors MUST supply the provider with a high-level summary of their assessment process and findings for each FedRAMP Practice; this summary will be included by the provider in the FedRAMP Security Decision Record for the cloud service offering.,MUST,,FedRAMP does not require a separate Security Assessment Plan or Security Assessment Report for FedRAMP 20x or FedRAMP Rev5 Certifications; this information is expected to be included in the Security Decision Record by the cloud service provider.,"Assessor
Cloud Service Offering
FedRAMP Practices
Provider
Security Decision Record (SDR)"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-SUM,Assessment Summary,,Assessors MUST supply the provider with a high-level summary of their assessment process and findings for each FedRAMP Practice; this summary will be included by the provider in the FedRAMP Security Decision Record for the cloud service offering.,MUST,,FedRAMP does not require a separate Security Assessment Plan or Security Assessment Report for FedRAMP 20x or FedRAMP Rev5 Certifications; this information is expected to be included in the Security Decision Record by the cloud service provider.,"Assessor
Cloud Service Offering
FedRAMP Practices
Provider
Security Decision Record (SDR)"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-OSA,Overall Summary of Assessment,,"Assessors MUST supply the provider with an overall summary of the verification and validation assessment results, including any resulting failures or areas of dispute; this summary will be included by the provider in the FedRAMP Certification Package Overview for the cloud service offering.",MUST,,FedRAMP does not supply a template for this summary and encourages independent assessment services to optimize for the best customer experience in the creation of these materials.,"Assessor
Certification Package
Cloud Service Offering
Provider
Validation
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-OSA,Overall Summary of Assessment,,"Assessors MUST supply the provider with an overall summary of the verification and validation assessment results, including any resulting failures or areas of dispute; this summary will be included by the provider in the FedRAMP Certification Package Overview for the cloud service offering.",MUST,,FedRAMP does not supply a template for this summary and encourages independent assessment services to optimize for the best customer experience in the creation of these materials.,"Assessor
Certification Package
Cloud Service Offering
Provider
Validation
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-VIP,Verify Inclusion in Certification Package,,Assessors MUST verify that information supplied during a FedRAMP independent assessment is included in the FedRAMP Certification Package by the provider without inappropriate modification.,MUST,,This rule is related to IVV-CSO-ICP (Inclusion in Certification Package).,"Assessor
Certification Package
FedRAMP Independent Assessment
Provider
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-VIP,Verify Inclusion in Certification Package,,Assessors MUST verify that information supplied during a FedRAMP independent assessment is included in the FedRAMP Certification Package by the provider without inappropriate modification.,MUST,,This rule is related to IVV-CSO-ICP (Inclusion in Certification Package).,"Assessor
Certification Package
FedRAMP Independent Assessment
Provider
Verification"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-EPX,Engage Provider Experts,,"Assessors SHOULD engage provider experts in discussion to understand the decisions made by the provider and inform expert qualitative assessment, and SHOULD perform independent research to test such information as part of the expert qualitative assessment process.",SHOULD,,,"Assessor
Provider"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-EPX,Engage Provider Experts,,"Assessors SHOULD engage provider experts in discussion to understand the decisions made by the provider and inform expert qualitative assessment, and SHOULD perform independent research to test such information as part of the expert qualitative assessment process.",SHOULD,,,"Assessor
Provider"
all,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-IAS-SHA,Sharing Advice,,"Assessors MAY share advice with providers they are assessing about techniques and procedures that will improve the provider's security posture or the effectiveness, clarity, and accuracy of their verification, validation and reporting procedures, UNLESS doing so is likely to compromise the objectivity and integrity of the assessment.",MAY,,,"Assessor
Likely
Provider
Validation
Verification"
all,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-IAS-SHA,Sharing Advice,,"Assessors MAY share advice with providers they are assessing about techniques and procedures that will improve the provider's security posture or the effectiveness, clarity, and accuracy of their verification, validation and reporting procedures, UNLESS doing so is likely to compromise the objectivity and integrity of the assessment.",MAY,,,"Assessor
Likely
Provider
Validation
Verification"
20x,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSX-AIA,Annual Independent Assessments for 20x,a,Providers with 20x Class A Certifications MUST meet the expectations of their underlying alternative security framework as part of their persistent independent verification and validation assessment.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSX-AIA,Annual Independent Assessments for 20x,a,Providers with 20x Class A Certifications MUST meet the expectations of their underlying alternative security framework as part of their persistent independent verification and validation assessment.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSX-AIA,Annual Independent Assessments for 20x,b,Providers with 20x Class B Certifications MUST include all Key Security Indicators in a FedRAMP independent assessment at least once per year.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSX-AIA,Annual Independent Assessments for 20x,b,Providers with 20x Class B Certifications MUST include all Key Security Indicators in a FedRAMP independent assessment at least once per year.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSX-AIA,Annual Independent Assessments for 20x,c,Providers with 20x Class C Certifications MUST include all Key Security Indicators in a FedRAMP independent assessment at least once per year.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSX-AIA,Annual Independent Assessments for 20x,c,Providers with 20x Class C Certifications MUST include all Key Security Indicators in a FedRAMP independent assessment at least once per year.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSX-AIA,Annual Independent Assessments for 20x,d,Providers with 20x Class D Certifications MUST include all Key Security Indicators in a FedRAMP independent assessment at least once per year.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
20x,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSX-AIA,Annual Independent Assessments for 20x,d,Providers with 20x Class D Certifications MUST include all Key Security Indicators in a FedRAMP independent assessment at least once per year.,MUST,,,"FedRAMP Independent Assessment
Persistently
Provider
Validation
Verification"
rev5,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSF-AIA,Annual Independent Assessments for Rev5,b,Providers with Rev5 Class B Certifications MUST include the following Rev5 Controls in a FedRAMP independent assessment at least once per year:,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSF-AIA,Annual Independent Assessments for Rev5,b,Providers with Rev5 Class B Certifications MUST include the following Rev5 Controls in a FedRAMP independent assessment at least once per year:,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSF-AIA,Annual Independent Assessments for Rev5,c,Providers with Rev5 Class C Certifications MUST include the following Rev5 Controls in a FedRAMP independent assessment at least once per year:,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSF-AIA,Annual Independent Assessments for Rev5,c,Providers with Rev5 Class C Certifications MUST include the following Rev5 Controls in a FedRAMP independent assessment at least once per year:,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSF-AIA,Annual Independent Assessments for Rev5,d,Providers with Rev5 Class D Certifications MUST include the following Rev5 Controls in a FedRAMP independent assessment at least once per year:,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSF-AIA,Annual Independent Assessments for Rev5,d,Providers with Rev5 Class D Certifications MUST include the following Rev5 Controls in a FedRAMP independent assessment at least once per year:,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSF-MCA,Mandatory Control Assessment,,Providers MUST have all applicable Rev5 Controls included in FedRAMP independent assessments every 3 years but are not required to have all Rev5 Controls included in the same FedRAMP independent assessment.,MUST,,"Traditionally this has been done by reviewing a rotating selection of Rev5 Controls at each annual assessment, however this requirement is a ceiling and not a floor. See IVV-CSF-PCA (Preferred Control Assessment) for FedRAMP's recommended approach to Rev5 control assessments.","FedRAMP Independent Assessment
Provider"
rev5,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSF-MCA,Mandatory Control Assessment,,Providers MUST have all applicable Rev5 Controls included in FedRAMP independent assessments every 3 years but are not required to have all Rev5 Controls included in the same FedRAMP independent assessment.,MUST,,"Traditionally this has been done by reviewing a rotating selection of Rev5 Controls at each annual assessment, however this requirement is a ceiling and not a floor. See IVV-CSF-PCA (Preferred Control Assessment) for FedRAMP's recommended approach to Rev5 control assessments.","FedRAMP Independent Assessment
Provider"
rev5,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSF-ACF,Assessment of Rev5 Controls with Findings,,Providers MUST have Rev5 Controls with negative findings from the previous FedRAMP independent assessment included in the next FedRAMP independent assessment.,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSF-ACF,Assessment of Rev5 Controls with Findings,,Providers MUST have Rev5 Controls with negative findings from the previous FedRAMP independent assessment included in the next FedRAMP independent assessment.,MUST,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,IVV-CSF-PCA,Preferred Control Assessment,,Providers SHOULD include all applicable Rev5 Controls in each FedRAMP independent assessment.,SHOULD,,,"FedRAMP Independent Assessment
Provider"
rev5,IVV,IAS,General Independent Assessor Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Assessors,IVV-CSF-PCA,Preferred Control Assessment,,Providers SHOULD include all applicable Rev5 Controls in each FedRAMP independent assessment.,SHOULD,,,"FedRAMP Independent Assessment
Provider"
all,MAS,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,MAS-CSO-IIR,Identify Information Resources,,"Providers MUST identify a set of information resources to assess for FedRAMP Certification that includes all information resources that are likely to handle federal customer data or likely to impact the confidentiality, integrity, or availability of federal customer data handled by the cloud service offering; this set of information resources is the cloud service offering.",MUST,,"Certain categories of cloud computing products and services are specified as entirely outside the scope of FedRAMP by the Director of the Office of Management and Budget. All such products and services are therefore not included in the cloud service offering for FedRAMP. For more, see https://fedramp.gov/scope.
Software produced by cloud service providers that is delivered separately for installation on agency systems and not operated in a shared responsibility model (typically including agents, application clients, mobile applications, etc. that are not fully managed by the cloud service provider) is not a cloud computing product or service and is entirely outside the scope of FedRAMP under the FedRAMP Certification Act. All such software is therefore not included in the cloud service offering for FedRAMP. For more, see https://fedramp.gov/scope.
All aspects of the cloud service offering are determined and maintained by the cloud service provider in accordance with related FedRAMP Certification rules and documented by the cloud service provider in their FedRAMP Certification Package.","Agency
Certification Package
Cloud Service Offering
Federal Customer Data
Handle
Information Resource
Likely
Provider"
all,MAS,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,MAS-CSO-FLO,Information Flows and Security Categories,,"Providers MUST clearly identify, document, and explain information flows and security categories for ALL information resources or sets of information resources in the cloud service offering.",MUST,,Information resources (including third-party information resources) MAY vary by security category as appropriate to the type of information handled by or impacted by the information resource.,"Cloud Service Offering
Handle
Information Resource
Provider
Security Category
Third-Party Information Resource"
all,MAS,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,MAS-CSO-TPR,Third-Party Information Resources,,"Providers MUST address the potential impact to federal customer data from third-party information resources used by the cloud service offering, ONLY IF MAS-CSO-IIR (Identify Information Resources) APPLIES, by documenting the following information about each applicable third-party information resource:",MUST,"General usage and configuration
Explanation or justification for use
Mitigation measures in place to reduce the potential impact to federal customer data
Compensating controls in place to reduce the potential impact to federal customer data",,"Cloud Service Offering
Federal Customer Data
Information Resource
Initial Incident Report (IIR)
Provider
Third-Party Information Resource"
all,MAS,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,MAS-CSO-MDI,Metadata Inclusion,,Providers MUST include metadata (including metadata about federal customer data) in the Minimum Assessment Scope ONLY IF MAS-CSO-IIR (Identify Information Resources) APPLIES.,MUST,,,"Federal Customer Data
Information Resource
Initial Incident Report (IIR)
Provider"
all,MAS,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,MAS-CSO-SUP,Supplemental Information,,Providers MAY include additional materials about other information resources that are not part of the cloud service offering in a FedRAMP Certification Package supplement; these resources will not be FedRAMP Certified and MUST be clearly marked and separated from the cloud service offering.,MAY,,"This is intended to allow inclusion of things like security materials for apps, supplemental marketing collateral, and other information that is not part of the cloud service offering but may be useful to agencies.","Agency
Certification Package
Cloud Service Offering
FedRAMP Certified
Information Resource
Provider"
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-FRP-SOF,Scope of FedRAMP,,FedRAMP MUST NOT list cloud service offerings in the Marketplace or perform any FedRAMP Certification activities unless it determines the cloud service offering is within the scope of FedRAMP.,MUST NOT,,,Cloud Service Offering
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-FRP-SOF,Scope of FedRAMP,,FedRAMP MUST NOT list cloud service offerings in the Marketplace or perform any FedRAMP Certification activities unless it determines the cloud service offering is within the scope of FedRAMP.,MUST NOT,,,Cloud Service Offering
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-FRP-SOF,Scope of FedRAMP,,FedRAMP MUST NOT list cloud service offerings in the Marketplace or perform any FedRAMP Certification activities unless it determines the cloud service offering is within the scope of FedRAMP.,MUST NOT,,,Cloud Service Offering
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-FRP-SOF,Scope of FedRAMP,,FedRAMP MUST NOT list cloud service offerings in the Marketplace or perform any FedRAMP Certification activities unless it determines the cloud service offering is within the scope of FedRAMP.,MUST NOT,,,Cloud Service Offering
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-FRP-SOF,Scope of FedRAMP,,FedRAMP MUST NOT list cloud service offerings in the Marketplace or perform any FedRAMP Certification activities unless it determines the cloud service offering is within the scope of FedRAMP.,MUST NOT,,,Cloud Service Offering
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-CSO-MLR,Marketplace Listing Requirements,,Providers MUST address at least these FedRAMP rules to apply for a new FedRAMP Marketplace listing OR to request updates to an existing listing:,MUST,Certification Data Sharing: CDS-CSO-PUB (Public Information),,"Certification Data
Provider"
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-CSO-MLR,Marketplace Listing Requirements,,Providers MUST address at least these FedRAMP rules to apply for a new FedRAMP Marketplace listing OR to request updates to an existing listing:,MUST,Certification Data Sharing: CDS-CSO-PUB (Public Information),,"Certification Data
Provider"
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-CSO-MLR,Marketplace Listing Requirements,,Providers MUST address at least these FedRAMP rules to apply for a new FedRAMP Marketplace listing OR to request updates to an existing listing:,MUST,Certification Data Sharing: CDS-CSO-PUB (Public Information),,"Certification Data
Provider"
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-CSO-MLR,Marketplace Listing Requirements,,Providers MUST address at least these FedRAMP rules to apply for a new FedRAMP Marketplace listing OR to request updates to an existing listing:,MUST,Certification Data Sharing: CDS-CSO-PUB (Public Information),,"Certification Data
Provider"
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-CSO-MLR,Marketplace Listing Requirements,,Providers MUST address at least these FedRAMP rules to apply for a new FedRAMP Marketplace listing OR to request updates to an existing listing:,MUST,Certification Data Sharing: CDS-CSO-PUB (Public Information),,"Certification Data
Provider"
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-CSO-PML,Provider Marketplace Listing Requests,,Providers MUST notify FedRAMP using the FedRAMP Marketplace Providing Listing Request Form to request a listing in the FedRAMP Marketplace.,MUST,,FedRAMP does not accept applications for a FedRAMP Marketplace Listing via email!,Provider
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-CSO-PML,Provider Marketplace Listing Requests,,Providers MUST notify FedRAMP using the FedRAMP Marketplace Providing Listing Request Form to request a listing in the FedRAMP Marketplace.,MUST,,FedRAMP does not accept applications for a FedRAMP Marketplace Listing via email!,Provider
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-CSO-PML,Provider Marketplace Listing Requests,,Providers MUST notify FedRAMP using the FedRAMP Marketplace Providing Listing Request Form to request a listing in the FedRAMP Marketplace.,MUST,,FedRAMP does not accept applications for a FedRAMP Marketplace Listing via email!,Provider
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-CSO-PML,Provider Marketplace Listing Requests,,Providers MUST notify FedRAMP using the FedRAMP Marketplace Providing Listing Request Form to request a listing in the FedRAMP Marketplace.,MUST,,FedRAMP does not accept applications for a FedRAMP Marketplace Listing via email!,Provider
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-CSO-PML,Provider Marketplace Listing Requests,,Providers MUST notify FedRAMP using the FedRAMP Marketplace Providing Listing Request Form to request a listing in the FedRAMP Marketplace.,MUST,,FedRAMP does not accept applications for a FedRAMP Marketplace Listing via email!,Provider
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-IAS-OFR,Only FedRAMP Recognized Assessors,,Assessors MUST obtain and maintain FedRAMP Recognition to be listed in the FedRAMP Marketplace.,MUST,,,"Assessor
FedRAMP Recognized"
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-IAS-OFR,Only FedRAMP Recognized Assessors,,Assessors MUST obtain and maintain FedRAMP Recognition to be listed in the FedRAMP Marketplace.,MUST,,,"Assessor
FedRAMP Recognized"
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-IAS-OFR,Only FedRAMP Recognized Assessors,,Assessors MUST obtain and maintain FedRAMP Recognition to be listed in the FedRAMP Marketplace.,MUST,,,"Assessor
FedRAMP Recognized"
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-IAS-OFR,Only FedRAMP Recognized Assessors,,Assessors MUST obtain and maintain FedRAMP Recognition to be listed in the FedRAMP Marketplace.,MUST,,,"Assessor
FedRAMP Recognized"
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-IAS-OFR,Only FedRAMP Recognized Assessors,,Assessors MUST obtain and maintain FedRAMP Recognition to be listed in the FedRAMP Marketplace.,MUST,,,"Assessor
FedRAMP Recognized"
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-IAS-WEB,Website Requirements for Assessors,,Assessors MUST have an appropriate web site that publicly supplies at least the following information in human-readable and JSON formats:,MUST,"General description of the independent assessment service
Contact information
Types of independent services offered
Optional: Positive attestations from customers or customer references",,Assessor
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-IAS-WEB,Website Requirements for Assessors,,Assessors MUST have an appropriate web site that publicly supplies at least the following information in human-readable and JSON formats:,MUST,"General description of the independent assessment service
Contact information
Types of independent services offered
Optional: Positive attestations from customers or customer references",,Assessor
all,MKT,IAS,General Assessor Responsibilities,,,,Assessors,MKT-IAS-WEB,Website Requirements for Assessors,,Assessors MUST have an appropriate web site that publicly supplies at least the following information in human-readable and JSON formats:,MUST,"General description of the independent assessment service
Contact information
Types of independent services offered
Optional: Positive attestations from customers or customer references",,Assessor
all,MKT,CAS,General Advisor Responsibilities,,,,Advisors,MKT-IAS-WEB,Website Requirements for Assessors,,Assessors MUST have an appropriate web site that publicly supplies at least the following information in human-readable and JSON formats:,MUST,"General description of the independent assessment service
Contact information
Types of independent services offered
Optional: Positive attestations from customers or customer references",,Assessor
all,MKT,IIP,Provider Responsibilities for Initial Implementation Phase Listings,"20x,Rev5","Program,Agency",,Providers,MKT-IAS-WEB,Website Requirements for Assessors,,Assessors MUST have an appropriate web site that publicly supplies at least the following information in human-readable and JSON formats:,MUST,"General description of the independent assessment service
Contact information
Types of independent services offered
Optional: Positive attestations from customers or customer references",,Assessor
all,MKT,FRP,FedRAMP Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",FedRAMP,MKT-IAS-LRQ,Listing Requests for Assessors,,Assessors MUST complete the Assessor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Assessor
all,MKT,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","A,B,C,D",Providers,MKT-IAS-LRQ,Listing Requests for Assessors,,Assessors MUST complete the Assessor Listing Request Form to request listing in the FedRAMP Marketplace.,MUST,,,Assessor
